gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
VRRXIRZD_CDS_0013	7435	7821	+	JN882298.1	-47.98198	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	59	94.603218	1.655701064653897e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	59	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0014	7814	8752	+	JN882298.1	-475443.4	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	862	243.096313	9.379977198984816e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	862	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0015	8754	9722	+	JN882298.1	-651778.1	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	107	209.499878	2.3524329481340146e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	107	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0016	9739	10215	+	JN882298.1	-313.7069	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	423	131.508881	5.123040863262165e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	423	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	endonuclease VII	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0017	10205	11182	+	JN882298.1	-164838.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	221	360.043518	2.9517749286392846e-107	No_custom_HMM	No_custom_HMM	No_custom_HMM	221	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	metallo-phosphoesterase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0018	11223	11942	+	JN882298.1	-18420.2	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	139	100.73362	2.083756555928516e-28	No_custom_HMM	No_custom_HMM	No_custom_HMM	139	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	deoxynucleoside monophosphate kinase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0019	11896	14367	+	JN882298.1	-31864620000000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	414	859.056274	6.958517236139176e-258	No_custom_HMM	No_custom_HMM	No_custom_HMM	414	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	RNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0020	14382	14525	+	JN882298.1	-3.882834	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0021	14529	14924	+	JN882298.1	-25.73301	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	5112	64.581154	1.395054684496436e-17	No_custom_HMM	No_custom_HMM	No_custom_HMM	5112	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0022	14902	15330	+	JN882298.1	-542.0792	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	37045	337.849396	1.1912585856574211e-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	37045	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0023	15341	15943	+	JN882298.1	-339.3937	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0024	15945	16883	+	JN882298.1	-93856.75	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0025	16895	18448	+	JN882298.1	-1351483000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	449	578.190002	2.6823056983128162e-173	No_custom_HMM	No_custom_HMM	No_custom_HMM	449	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0026	18458	19378	+	JN882298.1	-764.758	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1018	163.322952	2.1807253085577023e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	1018	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0027	19428	20411	+	JN882298.1	-46563.37	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	267	295.39502	1.5156605228826798e-87	No_custom_HMM	No_custom_HMM	No_custom_HMM	267	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0028	20472	21086	+	JN882298.1	-5969.664	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	446	202.334808	1.379957286370144e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	446	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0029	21090	23720	+	JN882298.1	-324830400000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	457	644.768677	5.100722446537383e-193	No_custom_HMM	No_custom_HMM	No_custom_HMM	457	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0030	23723	24550	+	JN882298.1	-837.8045	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	37425	619.514954	1.3950451683819914e-186	No_custom_HMM	No_custom_HMM	No_custom_HMM	37425	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0031	24560	26869	+	JN882298.1	-273441200000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3883	632.176208	3.322706198626357e-189	No_custom_HMM	No_custom_HMM	No_custom_HMM	3883	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0032	26889	31091	+	JN882298.1	-9.662469e+20	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	342	815.867615	1.5295995203196247e-244	No_custom_HMM	No_custom_HMM	No_custom_HMM	342	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal virion protein with endolysin domain	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0033	31133	33916	+	JN882298.1	-59633000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	13173	880.036255	2.2838189048779194e-264	No_custom_HMM	No_custom_HMM	No_custom_HMM	13173	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0034	33926	34297	+	JN882298.1	-212.9786	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	34686	283.45755	3.208135814892344e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	34686	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0035	34288	36093	+	JN882298.1	-9796350000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	17672	387.345581	1.4454708416657387e-115	No_custom_HMM	No_custom_HMM	No_custom_HMM	17672	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0036	36093	36329	+	JN882298.1	-11.5487	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0037	36373	36660	+	JN882298.1	-61.08835	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0038	36657	37109	+	JN882298.1	-51.30464	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	7	151.489105	5.446134590221974e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	7	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0039	37102	37272	+	JN882298.1	-20.27739	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	35982	144.3255	1.692068335403277e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	35982	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0040	37282	37665	+	JN882298.1	-93.39895	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	175	94.961876	4.269024873674679e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	175	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0041	37972	38238	+	JN882298.1	-0.6668268	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0042	38253	38345	+	JN882298.1	-0.3276471	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0043	38400	38873	+	JN882298.1	-260.155	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0044	38870	38959	+	JN882298.1	-3.287949	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0045	38964	39071	+	JN882298.1	-0.0982103	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0046	39253	39068	-	JN882298.1	-0.1016732	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0047	39384	39241	-	JN882298.1	-0.1304116	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0048	39541	39431	-	JN882298.1	-0.1884777	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0049	39648	39743	+	JN882298.1	-1.223888	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0050	39756	40250	+	JN882298.1	-433.2889	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2226	102.342056	3.481345793231204e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	2226	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	SAM-dependent methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0051	40252	40500	+	JN882298.1	-74.06234	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	10124	134.292236	2.5711606585888655e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	10124	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0052	40511	40600	+	JN882298.1	-2.131887	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0053	40623	40865	+	JN882298.1	-16.39051	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	3199	98.273155	1.1674590339608094e-27	No_custom_HMM	No_custom_HMM	No_custom_HMM	3199	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0054	40937	41170	+	JN882298.1	-18.50807	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0055	41167	41280	+	JN882298.1	-2.973197	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0056	41346	41525	+	JN882298.1	-6.925378	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0057	41518	41763	+	JN882298.1	-203.7781	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0058	41760	41948	+	JN882298.1	-6.426486	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0059	41945	42280	+	JN882298.1	-156.2207	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
VRRXIRZD_CDS_0060	42283	42606	+	JN882298.1	-61.52005	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
