gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
MUNRCRJK_CDS_0011	7063	7419	+	AP008979.1	-397.951	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	347	35.741474	1.0206642668476696e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	347	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	tail terminator	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0012	8502	7435	-	AP008979.1	-29868.76	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0013	8879	8448	-	AP008979.1	-124.827	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0014	8871	8972	+	AP008979.1	-0.4188899	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0015	8982	10514	+	AP008979.1	-20924110000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	559	439.993378	3.340714898275506e-131	No_custom_HMM	No_custom_HMM	No_custom_HMM	559	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0016	10556	13555	+	AP008979.1	-8.557502e+16	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	24	636.339478	2.379849764921105e-190	No_custom_HMM	No_custom_HMM	No_custom_HMM	24	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0017	13552	13905	+	AP008979.1	-1205.937	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	384	70.421394	3.5069391777621774e-19	No_custom_HMM	No_custom_HMM	No_custom_HMM	384	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0018	13905	14363	+	AP008979.1	-2312.968	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	396	114.163437	1.0145861005394728e-32	No_custom_HMM	No_custom_HMM	No_custom_HMM	396	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0019	14318	14758	+	AP008979.1	-573.9764	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	329	41.978714	7.37826541127119e-11	No_custom_HMM	No_custom_HMM	No_custom_HMM	329	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0020	14743	19458	+	AP008979.1	-8.182914e+18	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	31	574.554016	1.13574934712952e-171	No_custom_HMM	No_custom_HMM	No_custom_HMM	31	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	central tail fiber J	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0021	19504	19794	+	AP008979.1	-12.78365	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2427	75.324585	8.045776579641132e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	2427	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0022	19794	20489	+	AP008979.1	-104.8533	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4062	199.26413	1.3567196523171042e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	4062	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0023	20857	20486	-	AP008979.1	-153.2312	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	16374	242.237427	1.5394310104024503e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	16374	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0024	20960	20859	-	AP008979.1	-3.360811	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0025	20973	22268	+	AP008979.1	-43308.11	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4492	387.798157	2.6367622049980343e-115	No_custom_HMM	No_custom_HMM	No_custom_HMM	4492	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0026	22271	22480	+	AP008979.1	-88.55872	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	26867	177.131409	9.811215941065083e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	26867	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0027	22692	23192	+	AP008979.1	-497.721	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	7	212.274994	2.311982411282025e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	7	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0028	23201	23530	+	AP008979.1	-80.49192	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	5151	106.770714	1.4981977848895822e-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	5151	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0029	23496	23705	+	AP008979.1	-11.98032	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	456	49.553623	5.238064642382392e-13	No_custom_HMM	No_custom_HMM	No_custom_HMM	456	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0030	23926	23750	-	AP008979.1	-16.08808	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	36934	147.955902	9.766450762666463e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	36934	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0031	24796	23930	-	AP008979.1	-923019.3	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	114	205.152206	3.7558101457849163e-60	No_custom_HMM	No_custom_HMM	No_custom_HMM	114	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	ATP-dependent DNA ligase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0032	25303	24800	-	AP008979.1	-3123.481	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	99	267.990204	4.127475256012327e-79	No_custom_HMM	No_custom_HMM	No_custom_HMM	99	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0033	25481	25281	-	AP008979.1	-22.69104	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0034	25593	25498	-	AP008979.1	-0.2341821	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0035	27860	25620	-	AP008979.1	-41564680000000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	414	784.410278	2.571713329725378e-235	No_custom_HMM	No_custom_HMM	No_custom_HMM	414	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	RNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0036	28459	27893	-	AP008979.1	-1495.541	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	27780	392.174988	2.293182723715965e-117	No_custom_HMM	No_custom_HMM	No_custom_HMM	27780	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0037	28716	28456	-	AP008979.1	-1.604108	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	4276	136.825104	8.796725369922474e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	4276	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0038	29565	28726	-	AP008979.1	-76926.98	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	403	323.895508	1.719900526597409e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	403	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase exonuclease subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0039	29959	29552	-	AP008979.1	-339.4122	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	423	140.890274	6.651124604798959e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	423	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	endonuclease VII	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0040	30891	29962	-	AP008979.1	-187797.2	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	107	233.86908	9.727499955090132e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	107	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0041	31701	30904	-	AP008979.1	-339107.7	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	862	248.066605	2.863566018960055e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	862	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0042	34085	31704	-	AP008979.1	-2.001687e+16	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	17	399.691376	7.089862065234486e-119	No_custom_HMM	No_custom_HMM	No_custom_HMM	17	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0043	35337	34075	-	AP008979.1	-69079650.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	19	176.40834	2.3061358972945827e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	19	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0044	36230	35388	-	AP008979.1	-42844.09	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	47	143.41716	2.0752241396443188e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	47	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0045	36542	36237	-	AP008979.1	-119.0371	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0046	37143	36475	-	AP008979.1	-312.035	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23265	464.138	1.046478951527872e-139	No_custom_HMM	No_custom_HMM	No_custom_HMM	23265	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0047	37258	37145	-	AP008979.1	-4.82576	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0048	37565	37248	-	AP008979.1	-44.19666	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	18524	190.105148	1.406329157251134e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	18524	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0049	37783	37562	-	AP008979.1	-26.56865	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	26873	165.965134	3.809229995171097e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	26873	ab initio prediction:PHANOTATE:1.6.7	CDS	#a861e3	inhibitor of transcription initiation and antiterminator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0050	38116	37853	-	AP008979.1	-44.09346	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0051	38281	38156	-	AP008979.1	-9.351274	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0052	38670	38296	-	AP008979.1	-193.51	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	27275	241.091415	5.217313258293307e-72	No_custom_HMM	No_custom_HMM	No_custom_HMM	27275	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0053	39183	38719	-	AP008979.1	-3194.208	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	8153	174.319901	3.156796008847001e-51	No_custom_HMM	No_custom_HMM	No_custom_HMM	8153	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0054	39343	39185	-	AP008979.1	-18.87623	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	99	34.452824	3.662663489779253e-08	No_custom_HMM	No_custom_HMM	No_custom_HMM	99	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0055	39768	39340	-	AP008979.1	-63.06816	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	1040	123.549805	2.2708977022185885e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	1040	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	peptidase HslV family	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0056	39985	39770	-	AP008979.1	-86.26056	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0057	40124	39966	-	AP008979.1	-6.929732	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0058	40243	40148	-	AP008979.1	-0.1239282	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0059	40425	40240	-	AP008979.1	-16.00295	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	24751	140.993805	2.0523256985201678e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	24751	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0060	40787	40425	-	AP008979.1	-78.79872	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23948	231.905273	1.878210052641287e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	23948	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0061	40955	40806	-	AP008979.1	-4.081129	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
MUNRCRJK_CDS_0062	41254	41051	-	AP008979.1	-76.54063	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	23121	141.260925	1.711556710687149e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	23121	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
