gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
DJJQBMXC_CDS_0037	24098	23928	-	EU717894.1	-7.148854	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0038	24628	24098	-	EU717894.1	-72.22819	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0039	24849	24625	-	EU717894.1	-0.1813161	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0040	24959	24843	-	EU717894.1	-0.06453665	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0041	25260	25042	-	EU717894.1	-13.18569	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0042	27740	25326	-	EU717894.1	-1075280000000.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	414	918.043274	1.0209194734943384e-275	No_custom_HMM	No_custom_HMM	No_custom_HMM	414	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	RNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0043	28458	27844	-	EU717894.1	-840.1807	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	5785	26.900566	5.132158527800153e-06	No_custom_HMM	No_custom_HMM	No_custom_HMM	5785	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0044	28943	28494	-	EU717894.1	-43.97842	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	27780	79.859886	4.6445463722012495e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	27780	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0045	29256	28855	-	EU717894.1	-126.1042	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0046	30208	29360	-	EU717894.1	-45827.18	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	403	338.958832	4.479752261388251e-101	No_custom_HMM	No_custom_HMM	No_custom_HMM	403	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase exonuclease subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0047	30650	30198	-	EU717894.1	-98.46947	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	423	125.282661	4.2200815590235596e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	423	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	endonuclease VII	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0048	31519	30590	-	EU717894.1	-17290.34	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	107	229.753021	1.7183334661166132e-67	No_custom_HMM	No_custom_HMM	No_custom_HMM	107	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0049	31686	31516	-	EU717894.1	-1.025239	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0050	32504	31683	-	EU717894.1	-1677.997	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	862	224.854935	3.4155291143497816e-66	No_custom_HMM	No_custom_HMM	No_custom_HMM	862	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0051	33577	32510	-	EU717894.1	-75929.72	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	2573	311.943237	9.977060760083983e-93	No_custom_HMM	No_custom_HMM	No_custom_HMM	2573	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0052	34161	33631	-	EU717894.1	-473.2751	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	7545	179.482346	1.0741985769259162e-52	No_custom_HMM	No_custom_HMM	No_custom_HMM	7545	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0053	35690	34254	-	EU717894.1	-13019540.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	9556	646.281982	5.1974681082935727e-194	No_custom_HMM	No_custom_HMM	No_custom_HMM	9556	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0054	35816	35721	-	EU717894.1	-4.158186	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0055	37104	35803	-	EU717894.1	-2276849.0	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	19	207.930862	6.60418907975396e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	19	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DnaB-like replicative helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0056	37266	37105	-	EU717894.1	-12.10905	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0057	38071	37238	-	EU717894.1	-25236.83	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	47	120.763573	1.4513986608684358e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	47	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0058	38423	38052	-	EU717894.1	-31.67627	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	99	120.154411	3.3717406169722357e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	99	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0059	38616	38425	-	EU717894.1	-2.825874	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0060	39251	38595	-	EU717894.1	-1170.878	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	31731	56.670815	6.0803006205479985e-15	No_custom_HMM	No_custom_HMM	No_custom_HMM	31731	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0061	39392	39270	-	EU717894.1	-2.489834	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DJJQBMXC_CDS_0062	39637	39389	-	EU717894.1	-9.821753	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROGs_HMM	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
